index;lvl;lvl req;*type;prop1;par1;min1;max1;prop2;par2;min2;max2;prop3;par3;min3;max3;prop4;par4;min4;max4;prop5;par5;min5;max5;prop6;par6;min6;max6;prop7;par7;min7;max7;prop8;par8;min8;max8;prop9;par9;min9;max9;prop10;par10;min10;max10;prop11;par11;min11;max11;prop12;par12;min12;max12;imagename
The Gavel of Pain;49;42;Martel de Fer;Hit-Skill;66;5;1;Gethit-Skill;76;5;1;Thorns;;26;26;Indestructable;;1;1;dmg-norm;;12;30;Damage %;;130;160;Charges;66;3;8;;;;;;;;;;;;;;;;;;;;;gavelofpain
Gerke's Sanctuary;48;41;Pavise;Reduce Dmg;;11;16;red-mag;;14;18;Replenish Life;;15;15;Armor Class %;;180;240;Extra Durability;;100;100;Faster Block %;;30;30;All Resists;;20;30;;;;;;;;;;;;;;;;;;;;;gerkes
Gheed's Fortune;65;57;charm;Magic Find %;;20;40;Gold Find %;;80;160;Reduce Prices;;10;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gheeds
Ghostflame;65;57;legend spike;Damage %;;190;240;Ignore Armor;;1;1;dmg-mag;;108;108;Manasteal;;10;15;ethereal;;1;1;Indestructable;;1;1;Light Radius;;2;2;;;;;;;;;;;;;;;;;;;;;ghostflame
Ghoulhide;41;32;Heavy Bracers;att-und/lvl;16;;;dmg-und/lvl;16;;;Manasteal;;4;5;Hitpoints;;20;20;Armor Class %;;150;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ghoulhide
Giantskull;68;60;bone visage;Armor Class;;250;320;Strength;;25;35;Crushing Blow;;10;10;Sockets;;1;2;Knockback;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;giantskull
Griffon's Eye;78;70;diadem;Armor Class;;100;200;Cast Speed %;;25;25;All Skills;;1;1;extra-ltng;;10;15;pierce-ltng;;15;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;griffs
Gimmershred;72;65;flying axe;Damage %;;160;210;dmg-fire;;218;483;dmg-cold;100;176;397;dmg-ltng;;29;501;stack;;60;60;Attack Speed %;;30;30;;;;;;;;;;;;;;;;;;;;;;;;;gimmershred
Ginther's Rift;42;32;Dimensional Blade;red-mag;;7;12;Attack Speed %;;30;30;rep-dur;20;;;Extra Durability;;40;40;dmg-mag;;50;120;Damage %;;100;150;;;;;;;;;;;;;;;;;;;;;;;;;ginthersrift
The Gladiator's Bane;79;79;Wire Fleece;Armor Class %;;150;200;red-mag;;15;20;Reduce Dmg;;15;20;Thorns;;20;20;res-pois-len;;50;50;Extra Durability;;103;103;Hit Recovery %;;30;30;Armor Class;;50;50;Cannot be Frozen;;1;1;;;;;;;;;;;;;gladiatorsbane
Gleamscythe;15;11;Falchion;Light Radius;;3;3;Mana Points;;30;30;Armor Class;;20;20;Attack Speed %;;20;20;Damage %;;60;100;dmg-cold;50;3;5;;;;;;;;;;;;;;;;;;;;;;;;;gleamscythe
Gloomstrap;42;32;Mesh Belt;Light Radius;;-3;-3;Mana %;;15;15;Manasteal;;5;5;Armor Class %;;120;150;Vitality;;15;15;regen-mana;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;glooms
Goblin Toe;26;19;Light Plate Boots;Crushing Blow;;25;25;Reduce Dmg;;1;1;red-mag;;1;1;Armor Class;;15;15;Light Radius;;-1;-1;Armor Class %;;50;60;;;;;;;;;;;;;;;;;;;;;;;;;goblintoe
Goldskin;33;25;Full Plate Mail;Armor Class %;;120;150;All Resists;;35;35;Thorns;;10;10;Light Radius;;2;2;Gold Find %;;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;goldskin
Godstrike Arch;50;43;Gothic Bow;Damage %;;200;250;Attack Bonus %;;100;150;Dmg % to Undead;;100;200;Dmg % to Demons;;100;200;Hit-Skill;121;5;7;Attack Speed %;;50;50;Replenish Life;;12;12;;;;;;;;;;;;;;;;;;;;;goldstrikearch
Goldwrap;32;24;Heavy Belt;Magic Find %;;30;30;Light Radius;;2;2;Armor Class;;25;25;Attack Speed %;;10;10;Armor Class %;;40;60;Gold Find %;;50;80;;;;;;;;;;;;;;;;;;;;;;;;;goldwrap
Gorefoot;10;8;Heavy Boots;bloody;;3;5;Faster Movement %;;20;20;Manasteal;;2;2;Thorns;;2;2;Armor Class;;12;12;Armor Class %;;20;30;Class Skill;132;2;2;;;;;;;;;;;;;;;;;;;;;gorefoot
Gorerider;51;43;War Boots;Reduce Req %;;-25;-25;Deadly Strike;;15;15;Faster Movement %;;30;30;Crushing Blow;;15;15;Openwounds;;10;10;Armor Class %;;160;200;Extra Durability;;10;10;Stamina Points;;20;20;;;;;;;;;;;;;;;;;gores
Goreshovel;16;12;Broad Axe;Attack Speed %;;30;30;Strength;;25;25;Openwounds;;60;60;Damage %;;40;50;dmg-max;;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;goreshovel
The Grandfather;79;75;Colossus Blade;Strength;;20;20;Dexterity;;20;20;Vitality;;20;20;Energy;;20;20;Attack Bonus %;;50;50;Hitpoints;;80;80;dmg/lvl;20;;;Indestructable;;1;1;Damage %;;150;250;;;;;;;;;;;;;grandfather
Gravepalm;34;28;Sharkskin Gloves;Energy;;10;10;Strength;;10;10;Dmg % to Undead;;100;200;att-undead;;100;200;Armor Class %;;140;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gravepalm
Gravenspine;24;17;Bone Wand;Strength;;10;10;Dexterity;;10;10;cold-min;;4;4;cold-max;;8;8;cold-len;;75;75;Manasteal;;5;5;Necro Skills;;2;2;Mana Points;;25;50;;;;;;;;;;;;;;;;;gravenspine
Greyform;9;6;Quilted Armor;red-mag;;3;3;res-cold;;20;20;res-fire;;20;20;Dexterity;;10;10;Lifesteal;;5;5;Armor Class;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;greyform
The Grim Reaper;34;25;War Scythe;Deadly Strike;;100;100;Prevent Heal;;1;1;Manasteal;;5;5;Damage %;;20;20;dmg-min;;15;15;*hp;;-20;-20;;;;;;;;;;;;;;;;;;;;;;;;;grimreaper
Grim's Burning Dead;48;42;Grim Scythe;dmg-fire;;131;232;res-fire;;45;45;Damage %;;140;180;Thorns;;8;8;Reduce Req %;;-50;-50;Necro Skills;;3;3;reduce-ac;;50;50;Armor Class %;;20;20;Attack Rating;;200;250;;;;;;;;;;;;;grimsburningdead
Griswolds Edge;20;14;Broad Sword;fire-min;;10;12;fire-max;;15;25;Attack Rating;;100;100;Attack Speed %;;10;10;Knockback;;1;1;Damage %;;80;120;Strength;;12;12;;;;;;;;;;;;;;;;;;;;;griswoldsedge
Guardian Angel;49;42;Templar Coat;Light Radius;;4;4;Paladin Skills;;1;1;Armor Class %;;180;200;Increased Block %;;30;30;res-all-max;;15;15;att-dem/lvl;5;;;Faster Block %;;20;20;;;;;;;;;;;;;;;;;;;;;guardianangel
Gull;5;3;Dagger;dmg-min;;1;1;dmg-max;;15;15;Magic Find %;;100;100;Mana Points;;-5;-5;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;gull
Gutsiphon;73;66;demon crossbow;Damage %;;160;220;pierce;;33;33;Lifesteal;;12;18;Slow Target %;;25;25;Openwounds;;33;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gutsiphon
Halaberd's Reign;79;71;conqueror crown;Armor Class %;;140;170;Class Skill Tab;13;1;1;Barbarian Skills;;2;2;Hit Recovery %;;20;20;Replenish Life;;15;23;Class Skill;Battle Orders;1;2;Class Skill;Battle Command;1;2;;;;;;;;;;;;;;;;;;;;;halaberd
Hand of Blessed Light;46;39;Divine Scepter;Paladin Skills;;2;2;Damage %;;130;160;Attack Bonus %;;100;100;Armor Class;;50;50;regen-mana;;15;15;Light Radius;;4;4;dmg-norm;;20;45;Class Skill;101;4;4;Class Skill;121;2;2;Hit-Skill;121;5;4;;;;;;;;;handofblessed
Hawkmail;17;13;Scale Mail;Armor Class %;;80;100;res-cold-max;;15;15;res-cold;;15;15;Cannot be Frozen;;1;1;Faster Movement %;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hawkmail
Headstriker;43;34;Battle Sword;Prevent Heal;;1;1;Strength;;15;15;deadly/lvl;4;;;dmg/lvl;8;;;Damage %;;150;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;headstriker
Heart Carver;41;32;Rondel;Deadly Strike;;35;35;Ignore Armor;;1;1;dmg-norm;;15;35;Damage %;;190;240;Class Skill;131;4;4;Class Skill;142;4;4;Class Skill;150;4;4;;;;;;;;;;;;;;;;;;;;;heartcarver
Heavenly Garb;34;25;Light Plate;Armor Class %;;100;100;All Resists;;10;10;regen-mana;;25;25;Energy;;15;15;Dmg % to Undead;;50;50;att-undead;;100;100;;;;;;;;;;;;;;;;;;;;;;;;;heavenlygarb
Heaven's Light;64;56;mighty scepter;Damage %;;250;300;Attack Speed %;;20;20;reduce-ac;;33;33;Light Radius;;3;3;demon-heal;;15;20;Crushing Blow;;33;33;Sockets;;1;3;Paladin Skills;;2;3;;;;;;;;;;;;;;;;;heavenslight
Hellcast;32;24;Heavy Crossbow;explosivearrow;;5;5;res-fire-max;;15;15;res-fire;;15;15;Attack Rating;;70;70;Attack Speed %;;20;20;Damage %;;70;80;dmg-fire;;15;35;;;;;;;;;;;;;;;;;;;;;hellcast
Hellclap;32;24;Short War Bow;Attack Speed %;;10;10;fire-min;;15;15;fire-max;;30;50;Attack Rating;;50;75;res-fire;;40;40;Dexterity;;12;12;Damage %;;70;90;fireskill;;1;1;;;;;;;;;;;;;;;;;hellclap
Hellmouth;51;43;War Gauntlets;dmg-fire;;15;72;abs-fire;;15;15;Armor Class %;;150;200;Extra Durability;;15;15;Hit-Skill;56;2;4;Hit-Skill;225;4;12;;;;;;;;;;;;;;;;;;;;;;;;;hellmouth
Hellplague;26;19;Long Sword;Manasteal;;5;5;Lifesteal;;5;5;pois-min;;48;48;pois-max;;96;96;pois-len;;150;150;Damage %;;70;80;dmg-fire;;25;75;fireskill;;2;2;;;;;;;;;;;;;;;;;hellplague
Hellrack;78;70;colossus crossbow;Damage %;;180;230;dmg-elem;33;63;324;Attack Speed %;;20;20;Attack Bonus %;;100;150;Sockets;;2;2;Charges;Immolation Arrow;150;18;;;;;;;;;;;;;;;;;;;;;;;;;hellrack
Hellslayer;66;61;Decapitator;str/lvl;4;;;vit/lvl;4;;;dmg%/lvl;24;;;dmg-fire;;150;250;Hitpoints;;25;25;Damage %;;100;100;Hit-Skill;47;10;0;*mana;;-25;-25;;;;;;;;;;;;;;;;;hellslayer
Hexfire;38;29;Shamshir;Charges;62;36;6;Ignore Armor;;1;1;res-fire;;25;25;res-fire-max;;10;10;dmg-norm;;35;40;Damage %;;140;160;fireskill;;3;3;;;;;;;;;;;;;;;;;;;;;hexfire
Headhunter's Glory;77;69;troll nest;Armor Class;;320;420;Armor vs Missile;;300;350;res-pois;;30;40;Sockets;;1;3;res-fire;;20;30;Life per Kill;;5;7;;;;;;;;;;;;;;;;;;;;;;;;;hhg
Homunculus;46;39;Heirophant Trophy;Necro Skills;;2;2;Class Skill Tab;6;2;2;Armor Class %;;150;200;Increased Block %;;30;30;Faster Block %;;40;40;Energy;;20;20;regen-mana;;33;33;Mana per Kill;;5;5;All Resists;;40;40;;;;;;;;;;;;;homu
Hone Sundan;42;32;Yari;Sockets;3;;;dmg-norm;;20;40;Crushing Blow;;45;45;rep-dur;10;;;Damage %;;160;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;honesundan
Horizon's Tornado;67;59;scourge;Damage %;;230;280;Attack Speed %;;50;50;Slow Target %;;20;20;Hit-Skill;Tornado;20;15;Reduce Req %;;-20;-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;horizonstornado
Hotspur;6;4;Leather Boots;res-fire-max;;15;15;Hitpoints;;15;15;dmg-fire;;3;6;Armor Class;;6;6;res-fire;;45;45;Armor Class %;;10;20;;;;;;;;;;;;;;;;;;;;;;;;;hotspur
Howltusk;30;22;Great Helm;red-mag;;2;2;Thorns;;3;3;Armor Class %;;80;80;dmg-to-mana;;35;35;Knockback;;1;1;howl;;33;33;;;;;;;;;;;;;;;;;;;;;;;;;howltusk
Herald of Zakarum;46;39;Aerin Shield;Paladin Skills;;2;2;Class Skill Tab;9;2;2;Armor Class %;;150;200;Increased Block %;;30;30;Faster Block %;;30;30;Strength;;20;20;Vitality;;20;20;Attack Bonus %;;20;20;All Resists;;50;50;;;;;;;;;;;;;hoz
The Humongous;34;25;Giant Axe;Strength;;20;30;dmg-min;;8;8;dmg-max;;15;25;Crushing Blow;;33;33;Reduce Req %;;20;20;Damage %;;80;120;;;;;;;;;;;;;;;;;;;;;;;;;humongous
Husoldal Evo;48;41;Bec-de-Corbin;Replenish Life;;20;20;Attack Rating;;200;250;Prevent Heal;;1;1;dmg-norm;;20;32;Damage %;;160;200;Attack Speed %;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;husoldal
Iceblink;26;19;Splint Mail;Freeze Duration;;1;1;res-cold;;30;30;Light Radius;;4;4;red-mag;;1;1;Armor Class %;;70;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iceblink
Ichorsting;21;15;Crossbow;dmg-pois;75;102;102;Dexterity;;20;20;pierce;;50;50;Attack Rating;;50;50;Damage %;;50;50;Attack Speed %;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;ichorsting
The Impaler;34;27;War Spear;Ignore Armor;;1;1;Attack Rating;;150;150;Attack Speed %;;20;20;Openwounds;;40;40;Prevent Heal;;1;1;Damage %;;140;170;Class Skill;19;5;5;Class Skill;14;3;3;;;;;;;;;;;;;;;;;impaler
Infernostride;32;25;Demonhide Boots;dmg-fire;;12;33;Faster Movement %;;20;20;res-fire-max;;10;10;res-fire;;30;30;Light Radius;;2;2;Armor Class %;;120;150;Gold Find %;;40;70;Armor Class;;15;15;Gethit-Skill;46;5;8;;;;;;;;;;;;;inferno
Ironpelt;38;29;Tresllised Armor;Extra Durability;;125;125;Hitpoints;;25;25;red-mag;;10;16;Reduce Dmg;;15;20;ac/lvl;24;;;Armor Class %;;50;100;;;;;;;;;;;;;;;;;;;;;;;;;ironpelt
Ironstone;32;24;War Hammer;Attack Rating;;100;150;Damage %;;100;150;ltng-min;;1;1;ltng-max;;10;10;Strength;;10;10;*enr;;-5;-5;;;;;;;;;;;;;;;;;;;;;;;;;ironstone
Astreon's Iron Ward;63;56;caduceus;Damage %;;240;290;Slow Target %;;25;25;Attack Bonus %;;150;200;Attack Speed %;;10;10;dmg-mag;;80;240;Reduce Dmg;;4;7;dmg;;40;85;Class Skill Tab;9;2;4;Crushing Blow;;33;33;;;;;;;;;;;;;astreons
Torch of Iro;6;4;Wand;Necro Skills;;1;1;Lifesteal;;6;6;dmg-fire;;5;9;Light Radius;;3;3;Energy;;10;10;regen-mana;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;irostorch
Islestrike;47;40;Twin Axe;Druid Skills;;2;2;Strength;;10;10;Dexterity;;10;10;Vitality;;10;10;Energy;;10;10;Armor vs Missile;;50;50;Crushing Blow;;25;25;Damage %;;170;190;Class Skill;233;1;1;Class Skill;248;1;1;;;;;;;;;islestrike
Jadetalon;68;61;wrist sword;Damage %;;190;240;Manasteal;;10;15;All Resists;;40;50;Hit Recovery %;;30;30;Class Skill Tab;19;1;2;Class Skill Tab;20;1;2;;;;;;;;;;;;;;;;;;;;;;;;;jadetalon
Jalal's Mane;46;39;Dream Spirit;Druid Skills;;2;2;Class Skill Tab;16;2;2;Armor Class %;;150;200;Hit Recovery %;;30;30;Attack Bonus %;;20;20;Strength;;20;20;Energy;;20;20;Mana per Kill;;5;5;All Resists;;30;30;;;;;;;;;;;;;jalals
Kelpie Snare;38;29;Fuscina;Slow Target %;;75;75;res-fire;;50;50;hp/lvl;10;;;dmg-norm;;30;50;Strength;;10;10;Damage %;;140;180;;;;;;;;;;;;;;;;;;;;;;;;;kelpiesnare
Kinemils Awl;27;20;Giant Sword;Attack Rating;;100;150;Mana Points;;20;20;fire-min;;6;6;fire-max;;20;40;Damage %;;80;100;Class Skill;102;6;6;;;;;;;;;;;;;;;;;;;;;;;;;kinemilsawl
Kira's Guardian;79;71;tiara;Armor Class;;50;120;All Resists;;50;70;Cannot be Frozen;;1;1;Hit Recovery %;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kiras
Knell Striker;6;4;Scepter;Crushing Blow;;25;25;res-fire;;20;20;res-pois;;20;20;Mana Points;;15;15;Attack Rating;;35;35;Damage %;;70;80;;;;;;;;;;;;;;;;;;;;;;;;;knellstriker
Kuko Shakaku;38;29;CedarBow;Class Skill;27;3;3;explosivearrow;;7;7;Damage %;;150;180;pierce;;50;50;dmg-fire;;40;180;Class Skill Tab;0;3;3;;;;;;;;;;;;;;;;;;;;;;;;;kukoshakaku
Lacerator;70;63;winged axe;Damage %;;150;210;rep-quant;25;;;Attack Speed %;;30;30;Prevent Heal;;1;1;Openwounds;;33;33;howl;;64;64;Hit-Skill;Amplify Damage;33;3;;;;;;;;;;;;;;;;;;;;;lacerator
Lance Guard;40;31;Barbed Shield;Hitpoints;;50;50;Hit Recovery %;;30;30;dmg-to-mana;;15;15;Thorns;;47;47;Armor Class %;;70;120;Deadly Strike;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;lanceguard
Lance of Yaggai;26;19;Spetum;Thorns;;8;8;ltng-min;;1;1;ltng-max;;60;60;All Resists;;15;15;Attack Speed %;;40;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lanceofyaggai
Langer Briser;35;28;Arbalest;Knockback;;1;1;Damage %;;170;200;Magic Find %;;30;60;Hitpoints;;30;30;dmg-max;;10;30;Openwounds;;33;33;dmg-ltng;;1;212;;;;;;;;;;;;;;;;;;;;;langerbriser
Lavagout;46;39;Battle Guantlets;res-fire;;24;24;half-freeze;;1;1;Hit-Skill;52;2;10;Attack Speed %;;20;20;Armor Class %;;150;200;dmg-fire;;13;46;Extra Durability;;20;20;;;;;;;;;;;;;;;;;;;;;lavagout
Spire of Lazarus;21;15;Gnarled Staff;res-ltng;;75;75;Reduce Dmg;;5;5;Energy;;15;15;Class Skill;53;1;1;Class Skill;49;2;2;Class Skill;42;3;3;regen-mana;;43;43;dmg-ltng;;1;28;Sorceress Skills;;1;1;;;;;;;;;;;;;lazarusspire
Leadcrow;10;8;Light Crossbow;Dexterity;;10;10;Hitpoints;;10;10;Damage %;;70;70;res-pois;;30;30;Deadly Strike;;25;25;Attack Rating;;40;40;;;;;;;;;;;;;;;;;;;;;;;;;leadcrow
Lenyms Cord;9;6;Sash;Mana Points;;15;15;regen-mana;;30;30;All Resists;;5;5;Light Radius;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lenymscord
Leviathan;68;60;kraken shell;Armor Class %;;170;200;Armor Class;;100;150;Reduce Dmg %;;15;25;Strength;;40;50;Indestructable;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;leviathan
Lidless Wall;45;38;Grim Shield;Light Radius;;1;1;All Skills;;1;1;Cast Speed %;;20;20;Mana per Kill;;3;5;Armor Class %;;80;130;Energy;;10;10;Mana %;;10;10;;;;;;;;;;;;;;;;;;;;;lidlesswall
Lightsabre;61;54;Phase Blade;Light Radius;;7;7;Hit-Skill;53;5;0;Ignore Armor;1;1;1;abs-ltng%;;25;25;Attack Speed %;;20;20;dmg-mag;;60;120;dmg-ltng;;1;200;Manasteal;;5;7;Damage %;;150;200;dmg-norm;;10;30;;;;;;;;;ls
Lycander's Aim;46;39;Ceremonial Bow;Amazon Skills;;2;2;Class Skill Tab;0;2;2;Damage %;;150;200;Attack Speed %;;20;20;Armor Class %;;20;20;Dexterity;;20;20;Energy;;20;20;Manasteal;;5;8;dmg-norm;;25;50;;;;;;;;;;;;;lycandersaim
Lycander's Flank;46;39;Ceremonial Pike;Amazon Skills;;2;2;Class Skill Tab;2;2;2;Damage %;;150;200;Attack Speed %;;30;30;Armor Class %;;20;20;Strength;;20;20;Vitality;;20;20;Lifesteal;;5;9;dmg-norm;;25;50;;;;;;;;;;;;;lycandersflank
Maelstromwrath;16;12;Yew Wand;ltng-min;;1;1;ltng-max;;9;9;res-ltng;;40;40;Mana Points;;13;13;Cast Speed %;;30;30;Class Skill;74;1;3;Class Skill;77;1;3;Class Skill;66;1;3;Class Skill;76;1;3;;;;;;;;;;;;;maelstromwrath
Magefist;27;20;Light Gauntlets;Cast Speed %;;20;20;regen-mana;;25;25;fireskill;;1;1;dmg-fire;;1;6;Armor Class;;10;10;Armor Class %;;20;30;;;;;;;;;;;;;;;;;;;;;;;;;magefist
Magewrath;47;40;Rune Bow;Manasteal;;15;15;red-mag;;9;13;Class Skill;22;3;3;Attack Rating;;200;250;Dexterity;;10;10;Blind Target;;1;1;dmg-norm;;25;50;Damage %;;120;150;Amazon Skills;;1;1;;;;;;;;;;;;;magewrath
Mang Song's Lesson;80;76;archon staff;All Skills;;5;5;pierce-fire;;7;15;pierce-ltng;;7;15;pierce-cold;;7;15;regen-mana;;10;10;Cast Speed %;;30;30;;;;;;;;;;;;;;;;;;;;;;;;;mangsongslesson
Marrowwalk;68;61;boneweave boots;Armor Class %;;170;200;Faster Movement %;;20;20;Charges;85;13;33;Charges;Life Tap;10;12;regen-stam;;10;10;regen-mana;;10;10;half-freeze;;1;1;Strength;;10;20;Dexterity;;17;17;Class Skill;Skeleton Mastery;1;2;;;;;;;;;marrows
The Meat Scraper;45;38;Lochaber Axe;Damage %;;150;200;Attack Speed %;;30;30;Lifesteal;;10;10;Openwounds;;50;50;Magic Find %;;25;25;Class Skill Tab;13;3;3;;;;;;;;;;;;;;;;;;;;;;;;;meatscraper
Medusa's Gaze;78;70;aegis;Armor Class %;;150;180;Slow Target %;;20;20;Gethit-Skill;Lower Resist;10;7;Lifesteal;;5;9;death-skill;Nova;100;44;res-cold;;40;80;;;;;;;;;;;;;;;;;;;;;;;;;medusa
The Minotaur;49;42;Ancient Axe;Blind Target;;2;2;half-freeze;;1;1;Strength;;15;20;Slow Target %;;50;50;Crushing Blow;;30;30;dmg-norm;;20;30;Damage %;;140;200;;;;;;;;;;;;;;;;;;;;;minotaur
Moonfall;46;39;Jagged Star;Hit-Skill;56;5;6;dmg-fire;;55;115;red-mag;;9;12;Damage %;;120;150;Light Radius;;2;2;Charges;56;60;11;dmg-norm;;10;15;;;;;;;;;;;;;;;;;;;;;moonfall
Guardian Naga;52;44;Naga;Hit-Skill;92;5;8;Thorns;;15;15;res-pois;;30;30;Damage %;;150;180;dmg-pois;250;256;256;dmg-max;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;naga
Nightsmoke;24;17;Belt;All Resists;;10;10;dmg-to-mana;;50;50;Mana Points;;20;20;Reduce Dmg;;2;2;Armor Class;;15;15;Armor Class %;;30;50;;;;;;;;;;;;;;;;;;;;;;;;;nightsmoke
Nightwing's Veil;69;62;spired helm;Armor Class %;;90;120;All Skills;;2;2;Dexterity;;10;20;abs-cold;;5;9;half-freeze;;1;1;extra-cold;;8;15;Reduce Req %;;-50;-50;;;;;;;;;;;;;;;;;;;;;nightwingsveil
Nord's Tenderizer;70;63;truncheon;Damage %;;270;330;Freeze Duration;;2;4;Attack Speed %;;25;25;Charges;Blizzard;12;16;Attack Bonus %;;150;180;abs-cold%;;5;15;dmg-cold;125;205;455;;;;;;;;;;;;;;;;;;;;;nords
Nosferatu's Coil;63;47;vampirefang belt;Strength;;15;15;Mana per Kill;;2;2;Slow Target %;;10;10;Lifesteal;;5;7;Attack Speed %;;10;10;Light Radius;;-3;-3;;;;;;;;;;;;;;;;;;;;;;;;;nosferatuscoil
The Oculus;46;39;Swirling Crystal;Sorceress Skills;;3;3;Gethit-Skill;54;25;1;All Resists;;20;20;Cast Speed %;;30;30;Armor Class %;;20;20;Vitality;;20;20;Energy;;20;20;Mana per Kill;;5;5;Magic Find %;;50;50;;;;;;;;;;;;;occy
Ondal's Wisdom;68;61;elder staff;Cast Speed %;;45;45;Energy;;40;50;All Skills;;2;4;Armor Class;;450;550;Extra XP;;5;5;red-mag;;5;8;;;;;;;;;;;;;;;;;;;;;;;;;ondals
Ormus' Robes;77;69;dusk shroud;Armor Class;;10;20;Cast Speed %;;20;20;extra-fire;;10;15;extra-cold;;10;15;extra-ltng;;10;15;regen-mana;;10;15;skill-rand;3;36;60;;;;;;;;;;;;;;;;;;;;;ormusrobes
Peasent Crown;32;25;War Hat;Energy;;20;20;Vitality;;20;20;All Skills;;1;1;Faster Movement %;;15;15;Replenish Life;;6;12;Armor Class %;;100;100;;;;;;;;;;;;;;;;;;;;;;;;;pcrown
Pelta Lunata;3;2;Buckler;Armor Class;;30;30;Vitality;;10;10;Strength;;2;2;Energy;;10;10;Armor Class %;;30;40;Faster Block %;;20;20;Increased Block %;;40;40;Extra Durability;;8;12;;;;;;;;;;;;;;;;;peltalunata
Pierre Tombale Couant;47;40;Partizan;Deadly Strike;;55;55;Barbarian Skills;;3;3;Hit Recovery %;;30;30;Manasteal;;6;6;dmg-norm;;12;20;Damage %;;160;220;Attack Rating;;100;200;;;;;;;;;;;;;;;;;;;;;pierre
Plague Bearer;45;38;Rune Sword;Hit-Skill;92;5;4;dmg-pois;200;384;384;dmg-norm;;10;45;Damage %;;150;150;res-pois;;45;45;Class Skill;238;5;5;;;;;;;;;;;;;;;;;;;;;;;;;plaguebearer
Pluckeye;9;6;Short Bow;Attack Rating;;28;28;Damage %;;100;100;Hitpoints;;10;10;Light Radius;;2;2;Manasteal;;3;3;Mana per Kill;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;pluckeye
Pompeii's Wrath;49;42;Crowbill;Hit-Skill;244;4;8;Slow Target %;;50;50;dmg-fire;;35;150;Knockback;;1;1;Damage %;;140;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pompeii
Pus Spiter;41;32;Siege Crossbow;dmg-pois;200;192;192;Hit-Skill;91;4;1;Necro Skills;;2;2;Reduce Req %;;-60;-60;Gethit-Skill;92;9;6;Attack Speed %;;10;10;Damage %;;150;220;att/lvl;10;;;;;;;;;;;;;;;;;;;pusspitter
Que-Hegan's Wisdon;55;47;Mage Plate;Cast Speed %;;20;20;Mana per Kill;;3;3;red-mag;;6;10;Energy;;15;15;Hit Recovery %;;20;20;Armor Class %;;140;160;All Skills;;1;1;;;;;;;;;;;;;;;;;;;;;quehegans
Radamant's Sphere;54;46;Ancient Shield;dmg-pois;100;204;204;Gethit-Skill;92;5;5;res-pois;;75;75;Armor Class %;;160;200;Faster Block %;;20;20;Increased Block %;;20;20;Charges;83;40;6;Extra Durability;;20;20;;;;;;;;;;;;;;;;;radaments
Rakescar;32;24;War Axe;pois-min;;128;128;pois-max;;128;128;pois-len;;75;75;Attack Rating;;50;50;res-pois;;50;50;Damage %;;75;150;Attack Speed %;;30;30;;;;;;;;;;;;;;;;;;;;;rakescar
Rattlecage;34;25;Gothic Plate;howl;;52;52;Attack Rating;;45;45;Crushing Blow;;25;25;Armor Class;;200;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rattlecage
Ravenlore;76;68;sky spirit;Armor Class %;;120;150;All Resists;;15;25;Class Skill Tab;17;3;3;Energy;;20;30;pierce-fire;;10;20;Class Skill;Raven;7;7;;;;;;;;;;;;;;;;;;;;;;;;;ravenlore
Ravens Claw;17;13;Long Bow;Attack Bonus %;;50;50;Dexterity;;3;3;explosivearrow;;3;3;Strength;;3;3;Damage %;;60;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ravensclaw
Razoredge;69;62;tomahawk;Damage %;;175;225;Attack Speed %;;40;40;reduce-ac;;33;33;Deadly Strike;;50;50;Openwounds;;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;razor
